Date,Difficulty,Miners_Revenue,Hash_Rate,Total_transaction_fees,Total_Bitcoins,Class
2017-01-20,336899932795.0,2264569.90227644,3165256.04802,104.84963495,16115250.0,2
2017-12-12,1590896927260.0,41532449.5733,12337090.7723,537.94407913,16736187.5,3
2019-10-16,13008091667000.0,14633533.2162171,92468911.4109,29.13647841,17996087.5,3
2015-04-05,49446390688.2414,825228.0,371157.005411998,15.31261593,14024975.0,2
2017-06-25,711697198173.0,4568837.75041699,4316196.47313,258.68838592,16409687.5,3
2016-05-21,194254820283.0,1589937.02795,1361560.78853,56.82664163,15569575.0,3
2012-05-13,1733207.51385,40563.4083685,12.3206244358,11.80632246,9000050.0,3
2020-01-08,13798783827500.0,14890476.7245234,97403659.577,30.83081053,18149475.0,3
2020-06-09,13732352106018.0,10182263.0439178,109222228.134267,35.1746286,18399637.5,3
2019-03-26,6379265451410.0,6780907.83753621,42493410.7542,36.41495629,17611437.5,2
2020-04-01,13912524048946.0,12386579.1867395,105814084.220377,26.74327122,18299837.5,2
2015-02-16,44455415962.3438,949160.0,349162.732809701,15.13607471,13848050.0,2
2019-08-17,9985348008060.0,16818757.380567,63535915.7538,35.38250195,17882000.0,3
2013-03-30,6695826.2826,404294.008430645,52.2576587945,64.078643,10973850.0,3
2020-03-14,16552923967337.0,8986521.2261113,105324840.13761,52.86649863,18270550.0,3
2018-07-11,5363678461480.0,11007393.2006476,35995036.8411,20.44250057,17144187.5,2
2019-11-19,12720005267391.0,15599060.2594,92950289.0552504,34.36839889,18056975.0,3
2021-03-27,21865558044611.0,59212965.29536148,172823902.97398886,66.63131525,18666212.5,2
2014-04-15,6119726089.13,2905406.24490792,45327.7718586,16.49954518,12654575.0,2
2014-04-23,6978842649.59,1813512.4,50997.2620227,14.18530262,12681750.0,3
2013-08-15,50810339.0483,607911.605754553,434.436852499,63.29990312,11557325.0,3
2019-08-23,10183488432900.0,20303216.6174991,77452265.2327,41.47394501,17891450.0,2
